  Time                 , V(CGE1:2,CCE1:1)     
  0.000000000000e+00  ,0.000000000000e+00  
  1.000000000000e-12  ,-3.507907159195e-10  
  1.083900886239e-12  ,-3.826927386097e-10  
  1.125851329358e-12  ,-3.661108204794e-10  
  1.461454874312e-12  ,-5.144903669763e-10  
  2.132661964220e-12  ,-1.006858787317e-09  
  3.475076144037e-12  ,-3.137083197380e-09  
  6.159904503671e-12  ,-1.522849239072e-08  
  1.152956122294e-11  ,-9.973031628308e-08  
  2.226887466147e-11  ,-7.168630904164e-07  
  3.492322014406e-11  ,-2.671116321795e-06  
  5.577320428326e-11  ,-1.054214083179e-05  
  8.587820650771e-11  ,-3.721959808578e-05  
  1.347435378446e-10  ,-1.375518884164e-04  
  2.084810026897e-10  ,-4.773014525814e-04  
  3.084817641391e-10  ,-1.412504121195e-03  
  4.084825255884e-10  ,-2.992888350140e-03  
  5.084832870378e-10  ,-5.280976528886e-03  
  6.084840484871e-10  ,-8.292905315090e-03  
  7.084848099364e-10  ,-1.199924750204e-02  
  8.084855713858e-10  ,-1.635147173718e-02  
  9.084863328351e-10  ,-2.121284125941e-02  
  1.000000000600e-09  ,-2.602921406913e-02  
  1.010000076745e-09  ,-2.657215355924e-02  
  1.030000229035e-09  ,-2.766115434242e-02  
  1.070000533615e-09  ,-2.984252656461e-02  
  1.150001142774e-09  ,-3.411089545055e-02  
  1.250001904223e-09  ,-3.899558180264e-02  
  1.350002665673e-09  ,-4.302610893405e-02  
  1.450003427122e-09  ,-4.585906181319e-02  
  1.550004188571e-09  ,-4.719919668429e-02  
  1.650004950021e-09  ,-4.679316596711e-02  
  1.750005711470e-09  ,-4.442408573712e-02  
  1.850006472919e-09  ,-3.990683225743e-02  
  1.950007234369e-09  ,-3.308396936131e-02  
  2.050007995818e-09  ,-2.382222173931e-02  
  2.150008757267e-09  ,-1.200942063249e-02  
  2.250009518717e-09  ,2.448141663990e-03  
  2.350010280166e-09  ,1.962800352624e-02  
  2.450011041615e-09  ,3.959351958674e-02  
  2.550011803065e-09  ,6.239558140699e-02  
  2.650012564514e-09  ,8.807891593944e-02  
  2.750013325963e-09  ,1.166627508398e-01  
  2.850014087413e-09  ,1.481751358464e-01  
  2.950014848862e-09  ,1.826301503230e-01  
  3.050015610311e-09  ,2.200351369726e-01  
  3.150016371761e-09  ,2.603914349063e-01  
  3.250017133210e-09  ,3.036950166548e-01  
  3.350017894659e-09  ,3.499370421048e-01  
  3.450018656109e-09  ,3.991043405943e-01  
  3.550019417558e-09  ,4.511798308913e-01  
  3.650020179007e-09  ,5.061428874710e-01  
  3.750020940457e-09  ,5.639696603768e-01  
  3.850021701906e-09  ,6.246333549676e-01  
  3.950022463355e-09  ,6.881044770074e-01  
  4.050023224805e-09  ,7.543510478187e-01  
  4.150023986254e-09  ,8.233387935841e-01  
