  Time                 , V(Cgs:2,Cds:1)       
  0.000000000000e+00  ,0.000000000000e+00  
  1.000000000000e-13  ,-1.241275962224e-14  
  2.000000000000e-13  ,-4.964918856902e-14  
  3.999978849199e-13  ,-1.985848280522e-13  
  7.999936547596e-13  ,-1.300478279752e-12  
  1.599985194439e-12  ,-9.338550386543e-12  
  3.199968273798e-12  ,-7.299943841684e-11  
  6.399934432516e-12  ,-5.803167987383e-10  
  1.279986674995e-11  ,-4.624007646399e-09  
  2.279994289489e-11  ,-2.561688771871e-08  
  3.280001903982e-11  ,-7.438960634293e-08  
  4.280009518475e-11  ,-1.628462844771e-07  
  5.280017132969e-11  ,-3.027097269376e-07  
  6.280024747462e-11  ,-5.055227869262e-07  
  7.280032361955e-11  ,-7.826497205755e-07  
  8.280039976449e-11  ,-1.145277531586e-06  
  9.280047590942e-11  ,-1.604417306039e-06  
  1.028005520544e-10  ,-2.170905537446e-06  
  1.128006281993e-10  ,-2.855405442120e-06  
  1.228007043442e-10  ,-3.668408264931e-06  
  1.328007804892e-10  ,-4.620234575512e-06  
  1.428008566341e-10  ,-5.721035555024e-06  
  1.528009327790e-10  ,-6.980794273501e-06  
  1.628010089240e-10  ,-8.409326957871e-06  
  1.728010850689e-10  ,-1.001628425074e-05  
  1.828011612138e-10  ,-1.181115245998e-05  
  1.928012373588e-10  ,-1.380325479913e-05  
  2.028013135037e-10  ,-1.600175261892e-05  
  2.128013896486e-10  ,-1.841564662960e-05  
  2.228014657936e-10  ,-2.105377811453e-05  
  2.328015419385e-10  ,-2.392483013480e-05  
  2.428016180834e-10  ,-2.703732872516e-05  
  2.528016942284e-10  ,-3.039964408116e-05  
  2.628017703733e-10  ,-3.401999173772e-05  
  2.728018465182e-10  ,-3.790643373902e-05  
  2.828019226632e-10  ,-4.206687979993e-05  
  2.928019988081e-10  ,-4.650908845899e-05  
  3.028020749530e-10  ,-5.124066822296e-05  
  3.128021510980e-10  ,-5.626907870307e-05  
  3.228022272429e-10  ,-6.160163174296e-05  
  3.328023033878e-10  ,-6.724549253848e-05  
  3.428023795328e-10  ,-7.320768074930e-05  
  3.528024556777e-10  ,-7.949507160239e-05  
  3.628025318226e-10  ,-8.611439698761e-05  
  3.728026079676e-10  ,-9.307224654521e-05  
  3.828026841125e-10  ,-1.003750687455e-04  
  3.928027602574e-10  ,-1.080291719606e-04  
  4.028028364024e-10  ,-1.160407255285e-04  
  4.128029125473e-10  ,-1.244157608094e-04  
  4.228029886922e-10  ,-1.331601722343e-04  
