  Time                 , (MAX(-I(R1)))@1      , (MAX(-I(R1)))@2      , (MAX(-I(R1)))@3      , (MAX(-I(R1)))@4      , (MAX(-I(R1)))@5      , (MAX(-I(R1)))@6      , (MAX(-I(R1)))@7      , (MAX(-I(R1)))@8      , (MAX(-I(R1)))@9      , (MAX(-I(R1)))@10     , (MAX(-I(R1)))@11     , (MAX(-I(R1)))@12     , (MAX(-I(R1)))@13     , (MAX(-I(R1)))@14     , (MAX(-I(R1)))@15     , (MAX(-I(R1)))@16     , (MAX(-I(R1)))@17     , (MAX(-I(R1)))@18     , (MAX(-I(R1)))@19     
  4.101017148071e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.102017202252e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.103017256432e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.104017310613e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.105017364794e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.106017418974e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.107017473155e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.108017527335e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.109017581516e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.110017635697e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.110978241381e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.111228254927e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.111728282017e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.112728336197e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.113728390378e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.114728444559e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.115728498739e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.116728552920e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.117728607101e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.118728661281e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.119728715462e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.120728769642e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.121728823823e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.122728878004e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.123728932184e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.124728986365e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.125729040546e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.126729094726e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.127729148907e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.128729203087e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.129729257268e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.130729311449e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.131729365629e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.132729419810e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.133729473991e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.134729528171e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.135682576181e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.135807582954e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.136057596499e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.136557623589e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.137557677770e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.138557731950e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.139557786131e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.140557840312e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.141557894492e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.142557948673e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.143558002853e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.144558057034e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.145558111215e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.146558165395e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.147558219576e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.148558273757e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.149558327937e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.150558382118e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.151558436298e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.152558490479e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
  4.153558544660e-06  ,7.923573044702e+01  ,5.668752769841e+01  ,4.413423308081e+01  ,3.613492651124e+01  ,3.059154405377e+01  ,2.652337105733e+01  ,2.341059460136e+01  ,2.095200475084e+01  ,1.896080309518e+01  ,1.731538507714e+01  ,1.593282539325e+01  ,1.475478832541e+01  ,1.373900339915e+01  ,1.285410818665e+01  ,1.207633191720e+01  ,1.138733211133e+01  ,1.077275867902e+01  ,1.022108376099e+01  ,9.723195627371e+00  
