  Time                 , (MAX(V(Lg2:2,D1:1)))@1, (MAX(V(Lg2:2,D1:1)))@2, (MAX(V(Lg2:2,D1:1)))@3, (MAX(V(Lg2:2,D1:1)))@4, (MAX(V(Lg2:2,D1:1)))@5, (MAX(V(Lg2:2,D1:1)))@6, (MAX(V(Lg2:2,D1:1)))@7, (MAX(V(Lg2:2,D1:1)))@8, (MAX(V(Lg2:2,D1:1)))@9, (MAX(V(Lg2:2,D1:1)))@10, (MAX(V(Lg2:2,D1:1)))@11, (MAX(V(Lg2:2,D1:1)))@12
  4.000000000002e-06  ,1.000000000000e+31  ,1.000000000000e+31  ,1.126535791976e+00  ,1.221231362635e+00  ,1.306382895389e+00  ,1.384463437837e+00  ,1.455401284701e+00  ,1.518137558787e+00  ,1.581525805314e+00  ,1.631847194624e+00  ,1.677623776796e+00  ,1.729999668325e+00  
  4.000003992334e-06  ,8.865198591367e-01  ,1.011783471555e+00  ,1.126535791976e+00  ,1.221231362635e+00  ,1.306382895389e+00  ,1.384463437837e+00  ,1.455401284701e+00  ,1.518137558787e+00  ,1.581525805314e+00  ,1.631847194624e+00  ,1.677623776796e+00  ,1.729999668325e+00  
  4.000011501122e-06  ,8.865198591367e-01  ,1.011783471555e+00  ,1.126535791976e+00  ,1.221231362635e+00  ,1.306382895389e+00  ,1.384463437837e+00  ,1.455401284701e+00  ,1.518137558787e+00  ,1.581525805314e+00  ,1.631847194624e+00  ,1.677623776796e+00  ,1.729999668325e+00  
  4.000019485758e-06  ,8.865198591367e-01  ,1.011783471555e+00  ,1.126535791976e+00  ,1.221231362635e+00  ,1.306382895389e+00  ,1.384463437837e+00  ,1.455401284701e+00  ,1.518137558787e+00  ,1.581525805314e+00  ,1.631847194624e+00  ,1.677623776796e+00  ,1.729999668325e+00  
  4.000034503335e-06  ,8.865198591367e-01  ,1.011783471555e+00  ,1.126535791976e+00  ,1.221231362635e+00  ,1.306382895389e+00  ,1.384463437837e+00  ,1.455401284701e+00  ,1.518137558787e+00  ,1.581525805314e+00  ,1.631847194624e+00  ,1.677623776796e+00  ,1.729999668325e+00  
  4.000061572807e-06  ,8.865198591367e-01  ,1.011783471555e+00  ,1.126535791976e+00  ,1.221231362635e+00  ,1.306382895389e+00  ,1.384463437837e+00  ,1.455401284701e+00  ,1.518137558787e+00  ,1.581525805314e+00  ,1.631847194624e+00  ,1.677623776796e+00  ,1.729999668325e+00  
  4.000094000295e-06  ,8.865198591367e-01  ,1.011783471555e+00  ,1.126535791976e+00  ,1.221231362635e+00  ,1.306382895389e+00  ,1.384463437837e+00  ,1.455401284701e+00  ,1.518137558787e+00  ,1.581525805314e+00  ,1.631847194624e+00  ,1.677623776796e+00  ,1.729999668325e+00  
  4.000130682763e-06  ,8.865198591367e-01  ,1.011783471555e+00  ,1.126535791976e+00  ,1.221231362635e+00  ,1.306382895389e+00  ,1.384463437837e+00  ,1.455401284701e+00  ,1.518137558787e+00  ,1.581525805314e+00  ,1.631847194624e+00  ,1.677623776796e+00  ,1.729999668325e+00  
  4.000177691270e-06  ,8.865198591367e-01  ,1.011783471555e+00  ,1.126535791976e+00  ,1.221231362635e+00  ,1.306382895389e+00  ,1.384463437837e+00  ,1.455401284701e+00  ,1.518137558787e+00  ,1.581525805314e+00  ,1.631847194624e+00  ,1.677623776796e+00  ,1.729999668325e+00  
  4.000244548589e-06  ,8.865198591367e-01  ,1.011783471555e+00  ,1.126535791976e+00  ,1.221231362635e+00  ,1.306382895389e+00  ,1.384463437837e+00  ,1.455401284701e+00  ,1.518137558787e+00  ,1.581525805314e+00  ,1.631847194624e+00  ,1.677623776796e+00  ,1.729999668325e+00  
