  Time                 , V(Z2:G,Le2:1)        
  0.000000000000e+00  ,1.084202172486e-19  
  1.000000000000e-11  ,1.615662867437e-11  
  1.084901330411e-11  ,1.761325098628e-11  
  1.254703991232e-11  ,2.100424692573e-11  
  1.594309312874e-11  ,2.980134615103e-11  
  2.273519956158e-11  ,5.647100845887e-11  
  3.631941242726e-11  ,1.628911897673e-10  
  6.348783815862e-11  ,6.608872192993e-10  
  1.178246896213e-10  ,2.959432828735e-09  
  2.264983925468e-10  ,5.126063746001e-09  
  4.121808308607e-10  ,-1.643576961665e-07  
  6.146736416465e-10  ,-8.381025673214e-07  
  1.019659263218e-09  ,-5.354789547852e-06  
  1.427112889612e-09  ,-1.631184322833e-05  
  2.242020142401e-09  ,-6.569014557982e-05  
  3.242074323023e-09  ,-1.828635676104e-04  
  4.242128503645e-09  ,-3.606265472593e-04  
  5.242182684267e-09  ,-5.893533768509e-04  
  6.242236864889e-09  ,-8.580375539728e-04  
  7.242291045511e-09  ,-1.145233144647e-03  
  8.242345226133e-09  ,-1.426959325971e-03  
  9.242399406756e-09  ,-1.690263088275e-03  
  1.024245358738e-08  ,-1.914017899179e-03  
  1.124250776800e-08  ,-2.083814089715e-03  
  1.224256194862e-08  ,-2.189536399476e-03  
  1.324261612924e-08  ,-2.226055403536e-03  
  1.424267030987e-08  ,-2.193548620124e-03  
  1.524272449049e-08  ,-2.097458844289e-03  
  1.624277867111e-08  ,-1.948038586723e-03  
  1.724283285173e-08  ,-1.759592012894e-03  
  1.824288703235e-08  ,-1.549412301591e-03  
  1.924294121298e-08  ,-1.336514536212e-03  
  2.024299539360e-08  ,-1.140251606932e-03  
  2.124304957422e-08  ,-9.789128704505e-04  
  2.224310375484e-08  ,-8.684066051889e-04  
  2.324315793546e-08  ,-8.211211495793e-04  
  2.424321211609e-08  ,-8.450463742552e-04  
  2.524326629671e-08  ,-9.432176881270e-04  
  2.624332047733e-08  ,-1.113520676582e-03  
  2.724337465795e-08  ,-1.348867568778e-03  
  2.824342883858e-08  ,-1.637729252521e-03  
  2.924348301920e-08  ,-1.964980665830e-03  
  3.024353719982e-08  ,-2.312995114351e-03  
  3.124359138044e-08  ,-2.662906027623e-03  
  3.224364556106e-08  ,-2.995943967033e-03  
  3.324369974169e-08  ,-3.294752928535e-03  
  3.424375392231e-08  ,-3.544593074367e-03  
  3.524380810293e-08  ,-3.734346514800e-03  
  3.624386228355e-08  ,-3.857257722372e-03  
  3.724391646417e-08  ,-3.911359422606e-03  
  3.824397064480e-08  ,-3.900917691244e-03  
  3.924402482542e-08  ,-3.831375930909e-03  
  4.024407900604e-08  ,-3.714844565753e-03  
  4.124413318666e-08  ,-3.565998934886e-03  
  4.224418736728e-08  ,-3.401609084622e-03  
  4.324424154791e-08  ,-3.239316840520e-03  
  4.424429572853e-08  ,-3.098878152618e-03  
  4.524434990915e-08  ,-2.990372617754e-03  
  4.624440408977e-08  ,-2.929503387615e-03  
  4.724445827040e-08  ,-2.925507248295e-03  
  4.824451245102e-08  ,-2.983337971607e-03  
  4.924456663164e-08  ,-3.103343958266e-03  
  5.024462081226e-08  ,-3.281279657528e-03  
  5.124467499288e-08  ,-3.508647837841e-03  
  5.224472917351e-08  ,-3.773344377182e-03  
  5.324478335413e-08  ,-4.060555676860e-03  
  5.424483753475e-08  ,-4.353841209158e-03  
